id,name,code,regional_unit_id:id,country_id:id
gr_muni_515101,Peiraios,515101,gr_regunit_5151,base.gr
gr_muni_515102,Keratsinioy - Drapetsonas,515102,gr_regunit_5151,base.gr
gr_muni_515103,Korydalloy,515103,gr_regunit_5151,base.gr
gr_muni_515104,Nikaias - Agioy Ioanni Renti,515104,gr_regunit_5151,base.gr
gr_muni_515105,Peramatos,515105,gr_regunit_5151,base.gr
gr_muni_515201,Salaminos,515201,gr_regunit_5152,base.gr
gr_muni_515202,Ydras,515202,gr_regunit_5152,base.gr
gr_muni_515203,Agkistrioy,515203,gr_regunit_5152,base.gr
gr_muni_515204,Aiginas,515204,gr_regunit_5152,base.gr
gr_muni_515205,Kythiron,515205,gr_regunit_5152,base.gr
gr_muni_515206,Poroy,515206,gr_regunit_5152,base.gr
gr_muni_515207,Spetson,515207,gr_regunit_5152,base.gr
gr_muni_515208,Troizinias - Methanon,515208,gr_regunit_5152,base.gr
gr_muni_615301,Mytilinis,615301,gr_regunit_6153,base.gr
gr_muni_615302,Dytikis Lesvoy,615302,gr_regunit_6153,base.gr
gr_muni_615401,Ikarias,615401,gr_regunit_6154,base.gr
gr_muni_615402,Foyrnon Korseon,615402,gr_regunit_6154,base.gr
gr_muni_615501,Limnoy,615501,gr_regunit_6155,base.gr
gr_muni_615502,Agioy Eystratioy,615502,gr_regunit_6155,base.gr
gr_muni_615601,Anatolikis Samoy,615601,gr_regunit_6156,base.gr
gr_muni_615602,Dytikis Samoy,615602,gr_regunit_6156,base.gr
gr_muni_615701,Chioy,615701,gr_regunit_6157,base.gr
gr_muni_615702,Oinoysson,615702,gr_regunit_6157,base.gr
gr_muni_615703,Iroikis Nisoy Psaron,615703,gr_regunit_6157,base.gr
gr_muni_625801,Syroy - Ermoypolis,625801,gr_regunit_6258,base.gr
gr_muni_625901,Androy,625901,gr_regunit_6259,base.gr
gr_muni_626001,Santorinis,626001,gr_regunit_6260,base.gr
gr_muni_626002,Anafis,626002,gr_regunit_6260,base.gr
gr_muni_626003,Iiton,626003,gr_regunit_6260,base.gr
gr_muni_626004,Sikinoy,626004,gr_regunit_6260,base.gr
gr_muni_626005,Folegandroy,626005,gr_regunit_6260,base.gr
gr_muni_626101,Kalymnion,626101,gr_regunit_6261,base.gr
gr_muni_626102,Agathonisioy,626102,gr_regunit_6261,base.gr
gr_muni_626103,Astypalaias,626103,gr_regunit_6261,base.gr
gr_muni_626104,Leipson,626104,gr_regunit_6261,base.gr
gr_muni_626105,Leroy,626105,gr_regunit_6261,base.gr
gr_muni_626106,Patmoy,626106,gr_regunit_6261,base.gr
gr_muni_626201,Karpathoy,626201,gr_regunit_6262,base.gr
gr_muni_626202,Iroikis Nisoy Kasoy,626202,gr_regunit_6262,base.gr
gr_muni_626301,Keas,626301,gr_regunit_6263,base.gr
gr_muni_626302,Kythnoy,626302,gr_regunit_6263,base.gr
gr_muni_626401,Ko,626401,gr_regunit_6264,base.gr
gr_muni_626402,Nisyroy,626402,gr_regunit_6264,base.gr
gr_muni_626501,Miloy,626501,gr_regunit_6265,base.gr
gr_muni_626502,Kimoloy,626502,gr_regunit_6265,base.gr
gr_muni_626503,Serifoy,626503,gr_regunit_6265,base.gr
gr_muni_626504,Sifnoy,626504,gr_regunit_6265,base.gr
gr_muni_626601,Mykonoy,626601,gr_regunit_6266,base.gr
gr_muni_626701,Amorgoy,626701,gr_regunit_6267,base.gr
gr_muni_626702,Naxoy Kai Mikron Kykladon,626702,gr_regunit_6267,base.gr
gr_muni_626801,Paroy,626801,gr_regunit_6268,base.gr
gr_muni_626802,Antiparoy,626802,gr_regunit_6268,base.gr
gr_muni_626901,Rodoy,626901,gr_regunit_6269,base.gr
gr_muni_626902,Megistis,626902,gr_regunit_6269,base.gr
gr_muni_626903,Symis,626903,gr_regunit_6269,base.gr
gr_muni_626904,Tiloy,626904,gr_regunit_6269,base.gr
gr_muni_626905,Chalkis,626905,gr_regunit_6269,base.gr
gr_muni_627001,Tinoy,627001,gr_regunit_6270,base.gr
gr_muni_717101,Herakliony,717101,gr_regunit_7171,base.gr
gr_muni_717102,Archanon - Asteroysion,717102,gr_regunit_7171,base.gr
gr_muni_717103,Viannoy,717103,gr_regunit_7171,base.gr
gr_muni_717104,Gortynas,717104,gr_regunit_7171,base.gr
gr_muni_717105,Malevizioy,717105,gr_regunit_7171,base.gr
gr_muni_717106,Minoa Pediadas,717106,gr_regunit_7171,base.gr
gr_muni_717107,Faistoy,717107,gr_regunit_7171,base.gr
gr_muni_717108,Chersonisoy,717108,gr_regunit_7171,base.gr
gr_muni_717201,Agioy Nikolaoy,717201,gr_regunit_7172,base.gr
gr_muni_717202,Ierapetras,717202,gr_regunit_7172,base.gr
gr_muni_717203,Oropedioy Lasithioy,717203,gr_regunit_7172,base.gr
gr_muni_717204,Siteias,717204,gr_regunit_7172,base.gr
gr_muni_717301,Rethymnis,717301,gr_regunit_7173,base.gr
gr_muni_717302,Agioy Vasileioy,717302,gr_regunit_7173,base.gr
gr_muni_717303,Amarioy,717303,gr_regunit_7173,base.gr
gr_muni_717304,Anogeion,717304,gr_regunit_7173,base.gr
gr_muni_717305,Mylopotamoy,717305,gr_regunit_7173,base.gr
gr_muni_717401,Chanion,717401,gr_regunit_7174,base.gr
gr_muni_717402,Apokoronoy,717402,gr_regunit_7174,base.gr
gr_muni_717403,Gaydoy,717403,gr_regunit_7174,base.gr
gr_muni_717404,Kantanoy - Selinoy,717404,gr_regunit_7174,base.gr
gr_muni_717405,Kissamoy,717405,gr_regunit_7174,base.gr
gr_muni_717406,Platania,717406,gr_regunit_7174,base.gr
gr_muni_717407,Sfakion,717407,gr_regunit_7174,base.gr
